id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class,id2023,form2023
1103396,Crest Water,water system,2022.0,Y, 850 ," 20,823,400 ", 340 ,,,,,,,,,,," 20,823,400 ", 340 ,,,TX1260123,N,Municipal Long,Private/IOU,1103396,Municipal
1103409,4 D Water,water system,2022.0,N, 282 ," 10,408,060 ", 94 ,,,,,,,,,,," 10,408,060 ", 94 ," 3,536,340 ", 12 ,TX0460152,N,Municipal Long,Private/IOU,1103409,Municipal
1103410,Bethel Ash Wsc Douglas Plant,water system,2022.0,N, 375 ," 8,400,740 ", 125 ,,,,,,,,,,," 8,400,740 ", 125 ," 392,000 ", 10 ,TX1070238,N,Municipal Long,Water Supply Corporation,1103410,Municipal
1103411,Bethel Ash Wsc Hall Plant,water system,2022.0,N, 480 ," 13,884,490 ", 160 ,,,,,,,,,,," 13,884,490 ", 160 ," 151,450 ", 8 ,TX1070239,N,Municipal Long,Water Supply Corporation,1103411,Municipal
1103412,Arrowhead Water System,water system,2022.0,N, 132 ," 5,029,208 ", 45 ,,,,,,,,,,," 5,029,208 ", 45 ,,,TX2470025,N,Municipal Long,Private/IOU,1103412,Municipal
1103413,Bethel Ash Wsc Hawn Plant,water system,2022.0,N, 345 ," 10,510,300 ", 115 ,,,,,,,,,,," 10,510,300 ", 115 ," 116,720 ", 7 ,TX1070248,N,Municipal Long,Water Supply Corporation,1103413,Municipal
1103414,Bastrop County Mud 1,water system,2022.0,N, 504 ," 23,648,000 ", 165 ," 1,033,000 ", 3 ,,,,,,," 1,151,000 ", 1 ," 25,832,000 ", 169 ,,,TX0110049,N,Municipal Long,District ,1103414,Municipal
1103415,Bethel Ash Wsc Lowe Plant,water system,2022.0,N, 747 ," 18,136,490 ", 249 ,,,,,,,,,,," 18,136,490 ", 249 ," 2,435,080 ", 21 ,TX1070240,N,Municipal Long,Water Supply Corporation,1103415,Municipal
1103416,Bethel Ash Wsc Mcatee Plant,water system,2022.0,N, 621 ," 13,391,984 ", 207 ,,,,,,,,,,," 13,391,984 ", 207 ," 1,490,660 ", 26 ,TX1070241,N,Municipal Long,Water Supply Corporation,1103416,Municipal
1103417,Bethel Ash Wsc Murphy Plant,water system,2022.0,N, 822 ," 21,373,340 ", 274 ,,,,,,,,,,," 21,373,340 ", 274 ," 1,012,088 ", 28 ,TX1070242,N,Municipal Long,Water Supply Corporation,1103417,Municipal
1103418,Bethel-Ash Wsc Walton Plant,water system,2022.0,N, 771 ," 15,712,560 ", 257 ,,,,,,,,,,," 15,712,560 ", 257 ," 2,175,525 ", 29 ,TX1070243,N,Municipal Long,Water Supply Corporation,1103418,Municipal
1103419,Bethel Ash Wsc Water Edge Plant,water system,2022.0,N, 879 ," 28,213,190 ", 293 ,,,,,,,,,,," 28,213,190 ", 293 ," 334,860 ", 25 ,TX1070251,N,Municipal Long,Water Supply Corporation,1103419,Municipal
1103432,The Consolidated Wsc Rural System,water system,2022.0,N," 13,000 "," 373,495,150 "," 4,082 ",,," 4,000,000 ", 23 ,,,,,,," 377,495,150 "," 4,105 "," 1,000,000 ", 327 ,TX1130033,N,Municipal Long,Water Supply Corporation,1103432,Municipal
1103437,Military Hwy Wsc Progreso,water system,2022.0,N," 13,146 "," 341,457,000 "," 4,382 ",,," 81,699,000 ", 337 ,,,,," 502,000 ", 2 ," 423,658,000 "," 4,721 "," 2,911,000 ", 4 ,TX1080234,N,Municipal Long,Water Supply Corporation,1103437,Municipal
1103438,Military Hwy Wsc Weslaco,water system,2022.0,N," 1,533 "," 39,409,000 ", 511 ,,," 1,499,000 ", 18 ,,,,,,," 40,908,000 ", 529 ," 145,000 ", 4 ,TX1080235,N,Municipal Long,Water Supply Corporation,1103438,Municipal
1103441,Cerro Alto Water System,water system,2022.0,N, 75 ," 9,117,412 ", 75 ,,,,,,,,,,," 9,117,412 ", 75 ,,,TX1150014,N,Municipal Long,Private/IOU,1103441,Municipal
1103443,City Of Pearland Mud 1,water system,2022.0,N," 5,947 "," 93,353,633 "," 1,356 "," 51,277,829 ", 623 ," 1,545,207 ", 8 ,,,,," 11,948,522 ", 20 ," 158,125,191 "," 2,007 "," 2,793,167 ", 209 ,TX0200411,N,Municipal Long,Municipal,1103443,Municipal
1103444,Corbello Water System,water system,2022.0,N, 126 ," 3,678,000 ", 42 ,,,,,,,,,,," 3,678,000 ", 42 ,,,TX1010077,N,Municipal Long,Private/IOU,1103444,Municipal
1103445,Country Hills Water,water system,2022.0,N, 84 ,,," 977,265 ", 24 ,,,,,,,,," 977,265 ", 24 ,,,TX1330102,N,Municipal Long,Private/IOU,1103445,Municipal
1103446,Country Lakes Water Supply,water system,2022.0,N, 125 ," 2,370,700 ", 42 ,,,,,,,,,,," 2,370,700 ", 42 ,,,TX1830032,N,Municipal Long,Private/IOU,1103446,Municipal
1103449,Cypress Valley Wsc Plant 2,water system,2022.0,Y, 684 ," 9,800,000 ", 228 ,,,,,,,,,,," 9,800,000 ", 228 ,, 8 ,TX1020088,N,Municipal Long,Water Supply Corporation,1103449,Municipal
1103450,Derby Ing,water system,2022.0,Y, 140 ," 2,052,977 ", 34 ,,," 85,685 ", 1 ,,,,,,," 2,138,662 ", 35 ," 48,112 ", 1 ,TX0820016,N,Municipal Long,Private/IOU,1103450,Municipal
1103451,East Rio Hondo Wsc Arroyo City,water system,2022.0,N," 1,800 "," 45,780,000 ", 627 ,,," 1,495,400 ", 9 ,,," 33,700 ", 1 ,,," 47,309,100 ", 637 ," 32,020,600 ", 28 ,TX0310031,N,Municipal Long,Water Supply Corporation,1103451,Municipal
1103455,Fort Bend County Mud 134C,water system,2022.0,N," 7,266 "," 248,166,000 "," 2,038 "," 248,000 ", 335 ," 16,222,000 ", 44 ," 20,000 ", 1 ," 1,651,000 ", 1 ," 135,191,000 ", 101 ," 401,498,000 "," 2,520 "," 906,000 ",,TX0790533,N,Municipal Long,District ,1103455,Municipal
1103456,Fort Bend County Mud 156,water system,2022.0,N," 1,719 "," 63,919,000 ", 566 ,,," 2,577,000 ", 6 ,,," 44,000 ", 1 ," 9,153,000 ", 11 ," 75,693,000 ", 584 ," 342,000 ", 1 ,TX0790541,N,Municipal Long,District ,1103456,Municipal
1103459,Franklin Water Systems 1,water system,2022.0,Y, 186 ,,,,,,,,,,,,,,,,,TX1520224,N,Municipal Long,Private/IOU,1103459,Municipal
1103460,Franklin Water Systems 3,water system,2022.0,Y, 156 ,,,,,,,,,,,,,,,,,TX1520080,N,Municipal Long,District ,1103460,Municipal
1103461,G & W Wsc Woodland Lakes Water System,water system,2022.0,N, 456 ," 15,089,914 ", 147 ," 983,200 ", 1 ," 1,223,600 ", 2 ,,," 675,200 ", 2 ,,," 17,971,914 ", 152 ," 2,614,670 ", 21 ,TX2370085,N,Municipal Long,Private/IOU,1103461,Municipal
1103462,Goliad County Wsc - Berclair Water Syste,water system,2022.0,N, 195 ," 2,664,824 ", 64 ,,,, 1 ,,,,,,," 2,664,824 ", 65 ," 1,610,076 ", 15 ,TX0880011,N,Municipal Long,Private/IOU,1103462,Municipal
1103463,Goliad County Wsc - La Bahia,water system,2022.0,N, 219 ," 2,845,481 ", 76 ,,,, 1 ,,,,,,," 2,845,481 ", 77 ," 2,845,481 ", 11 ,TX0880012,N,Municipal Long,Private/IOU,1103463,Municipal
1103466,Harmony Water System,water system,2022.0,N, 237 ," 11,965,200 ", 95 ,,,,,,,,,,," 11,965,200 ", 95 ,,,TX1840166,N,Municipal Long,Private/IOU,1103466,Municipal
1103467,Harris County Mud 282,water system,2022.0,N," 3,228 "," 96,596,000 "," 1,051 ",,," 28,249,000 ", 18 ,,," 18,559,000 ", 7 ,,," 143,404,000 "," 1,076 "," 872,650 ",,TX1013375,N,Municipal Long,District ,1103467,Municipal
1103468,Harris Montgomery Counties Mud 386 May V,water system,2022.0,N," 2,409 "," 112,280,000 ", 803 ,,,,,,,,,,," 112,280,000 ", 803 ," 1,137,538 ", 1 ,TX1700796,N,Municipal Long,District ,1103468,Municipal
1103469,Hideaway Bay Lake Shores Wsc,water system,2022.0,N, 177 ," 1,759,000 ", 59 ,,,,,,,,,,," 1,759,000 ", 59 ,,,TX2490064,N,Municipal Long,Water Supply Corporation,1103469,Municipal
1103470,Hillside Estates Water System,water system,2022.0,N, 72 ," 1,698,080 ", 24 ,,,,,,,,,,," 1,698,080 ", 24 ,,,TX0080049,N,Municipal Long,Private/IOU,1103470,Municipal
1103471,Hillside Water Works,water system,2022.0,N, 216 ," 4,656,200 ", 54 ,,,,,,,,,,," 4,656,200 ", 54 ,,,TX0710050,N,Municipal Long,Private/IOU,1103471,Municipal
1103472,Indian Springs Water System,water system,2022.0,N, 243 ," 6,119,000 ", 79 ,,," 929,000 ", 2 ,,,,,,," 7,048,000 ", 81 ," 101,000 ", 2 ,TX1460164,N,Municipal Long,Private/IOU,1103472,Municipal
1103474,Johnsons Water Service,water system,2022.0,N, 105 ," 3,290,000 ", 105 ,,,,,,,,,,," 3,290,000 ", 105 ,,,TX0200158,N,Municipal Long,District ,1103474,Municipal
1103475,Kaufman County Mud 11,water system,2022.0,N," 3,717 "," 91,797,000 "," 1,247 ",,," 28,441,000 ", 17 ,,,,,,," 120,238,000 "," 1,264 "," 3,704,000 ", 1 ,TX1290046,N,Municipal Long,District ,1103475,Municipal
1103476,Kingsland Wsc Comanche Rancherias,water system,2022.0,N, 858 ," 9,496,000 ", 286 ,,,,,,,,,,," 9,496,000 ", 286 ,,,TX1500004,N,Municipal Long,Water Supply Corporation,1103476,Municipal
1103478,Lake Ridge Water System,water system,2022.0,N," 1,215 "," 12,309,406 ", 544 ,,," 313,486 ", 8 ,,," 17,341 ", 1 ,,," 12,640,233 ", 553 ," 115,000 ", 16 ,TX2330029,N,Municipal Long,Private/IOU,1103478,Municipal
1103479,Lakeside Estates Water System,water system,2022.0,N, 78 ," 2,918,816 ", 26 ,,,,,,,,,,," 2,918,816 ", 26 ,,,TX0080053,N,Municipal Long,Private/IOU,1103479,Municipal
1103480,Tri-Lakes Outdoors,water system,2022.0,N, 12 ," 453,000 ", 18 ,,,,,,,,,,," 453,000 ", 18 ,,,TX0030104,N,Municipal Long,Private/IOU,1103480,Municipal
1103481,Lakeside Water Supply 2,water system,2022.0,Y, 80 ," 646,000 ", 26 ,,,,,,,,,,," 646,000 ", 26 ," 40,000 ", 2 ,TX2290039,N,Municipal Long,Private/IOU,1103481,Municipal
1103482,Lakeside Water Supply 3,water system,2022.0,Y, 81 ,, 34 ,,,,,,,,,,,, 34 ,,,TX2290040,N,Municipal Long,Private/IOU,1103482,Municipal
1103483,Lakeside Water Supply 4,water system,2022.0,Y, 106 ," 808,600 ", 34 ,,,,,,,,,,," 808,600 ", 34 ," 15,000 ", 2 ,TX2290041,N,Municipal Long,Private/IOU,1103483,Municipal
1103484,Lakeside Water Supply 5,water system,2022.0,Y, 105 ," 1,239,000 ", 35 ,,,,,,,,,,," 1,239,000 ", 35 ," 60,000 ", 2 ,TX2290042,N,Municipal Long,Private/IOU,1103484,Municipal
1103485,Lancaster Mud 1,water system,2022.0,N," 2,403 "," 74,855,000 ", 804 ,,," 4,933,000 ", 5 ,,,,,,," 79,788,000 ", 809 ," 9,753,000 ", 1 ,TX0570176,N,Municipal Long,District ,1103485,Municipal
1103486,Lsr Wsc,water system,2022.0,N, 150 ," 2,961,160 ", 50 ,,,,,,,,,,," 2,961,160 ", 50 , 500 , 1 ,TX1050135,N,Municipal Long,Water Supply Corporation,1103486,Municipal
1103487,New Wsc,water system,2022.0,N," 1,814 "," 15,787,200 ", 734 ,,," 978,460 ", 38 ,,,,,,," 16,765,660 ", 772 ," 755,000 ",,TX2030034,N,Municipal Long,Water Supply Corporation,1103487,Municipal
1103489,Northeast Harris County Mud 1 Edgewood V,water system,2022.0,N," 1,644 "," 35,483,000 ", 540 ,,,,,,,,," 8,343,000 ", 9 ," 43,826,000 ", 549 ,,,TX1013449,N,Municipal Long,District ,1103489,Municipal
1103490,Northeast Harris County Mud 1 Sheldon Ri,water system,2022.0,N," 1,611 "," 39,156,000 ", 525 ,,,,,,,,," 9,207,000 ", 4 ," 48,363,000 ", 529 ,,,TX1013448,N,Municipal Long,District ,1103490,Municipal
1103491,Oak Hills Ranch Water,water system,2022.0,N, 627 ," 17,635,833 ", 209 ,,,,,,,,,,," 17,635,833 ", 209 ,,,TX0940085,N,Municipal Long,Private/IOU,1103491,Municipal
1103492,Old Hwy 90 - N Ridge Water Service,water system,2022.0,N, 195 ," 4,989,774 ", 78 ,,,,,,,,,,," 4,989,774 ", 78 ,,,TX1630041,N,Municipal Long,Private/IOU,1103492,Municipal
1103493,Old Hwy 90 Water Service,water system,2022.0,N, 905 ," 28,482,461 ", 362 ,,,,,,,,,,," 28,482,461 ", 362 ,,,TX1630035,N,Municipal Long,Private/IOU,1103493,Municipal
1103494,Old Marbach School Wsc,water system,2022.0,N, 704 ," 13,267,500 ", 266 ," 851,100 ", 4 ," 8,631,000 ", 14 ,, 1 ,, 1 ,,," 22,749,600 ", 286 ," 505,000 ", 13 ,TX1490029,N,Municipal Long,Water Supply Corporation,1103494,Municipal
1103495,Peach Creek Plantation Water System,water system,2022.0,N, 105 ," 22,304,200 ", 42 ,,,,,,,,,,," 22,304,200 ", 42 ,,,TX1700783,N,Municipal Long,Private/IOU,1103495,Municipal
1103496,Sunny Creek Mhc,water system,,,,,,,,,,,,,,,,,,,,TX2460144,N,Municipal Short,Mobile Home Park,1103496,Municipal
1103497,Poe Bracewell Water System,water system,2022.0,N, 220 ," 4,245,000 ", 88 ,,,,,,,,,,," 4,245,000 ", 88 ,,,TX0930035,N,Municipal Long,Private/IOU,1103497,Municipal
1103499,Reunion Ranch Wcid,water system,2022.0,N," 1,605 "," 100,249,000 ", 518 ,,," 411,000 ", 2 ,,,,," 10,270,000 ", 15 ," 110,930,000 ", 535 ," 125,166 ", 1 ,TX1050175,N,Municipal Long,District ,1103499,Municipal
1103500,Rio Brazos Water System,water system,2022.0,N, 200 ," 5,733,700 ", 124 ,,,,,,,,,,," 5,733,700 ", 124 ," 152,387 ",,TX1320006,N,Municipal Long,Private/IOU,1103500,Municipal
1103501,Riviera Wcid,water system,2022.0,Y, 800 ,, 237 ,,,,,,,,,,,, 237 ,,,TX1370007,N,Municipal Long,Private/IOU,1103501,Municipal
1103502,Rocky Point Water System,water system,2022.0,N, 180 ," 1,801,400 ", 60 ,,,,,,,,,,," 1,801,400 ", 60 ,,,TX0610070,N,Municipal Long,Private/IOU,1103502,Municipal
1103503,San Jo Utilities,water system,2022.0,N, 465 ," 19,233,000 ", 170 ," 19,000 ", 2 ,,,,,,,,," 19,252,000 ", 172 ," 150,000 ", 1 ,TX1700327,N,Municipal Long,Municipal,1103503,Municipal
1103504,Seguro Water,water system,,,,,,,,,,,,,,,,,,,,TX2330051,Y,Municipal Short,Municipal,1103504,Municipal
1103505,Settlers Crossing Water System,water system,2022.0,N, 135 ," 5,335,101 ", 45 ,,,,,,,,,,," 5,335,101 ", 45 ,,,TX0080058,N,Municipal Long,Private/IOU,1103505,Municipal
1103506,Settlers Meadows Water System,water system,2022.0,N, 99 ," 2,547,682 ", 33 ,,,,,,,,,,," 2,547,682 ", 33 ,,,TX0080055,N,Municipal Long,Private/IOU,1103506,Municipal
1103507,Skidmore Wsc,water system,2022.0,N, 925 ," 13,371,700 ", 360 ,,," 509,500 ", 17 ,,," 3,630,800 ", 11 ,,," 17,512,000 ", 388 ," 9,596,721 ", 22 ,TX0130066,N,Municipal Long,Water Supply Corporation,1103507,Municipal
1103509,South Rusk County Wsc Compton Mcknight,water system,2022.0,N, 744 ," 19,233,500 ", 240 ,,,,,,,,,,," 19,233,500 ", 240 ," 1,697,500 ",,TX2010049,N,Municipal Long,Water Supply Corporation,1103509,Municipal
1103510,Staff Wsc Flatwood Area,water system,2022.0,N, 276 ," 7,303,200 ", 92 ,,,,,,,,,,," 7,303,200 ", 92 ," 85,900 ",,TX0670030,N,Municipal Long,Water Supply Corporation,1103510,Municipal
1103512,Staff Wsc Olden Area,water system,2022.0,N," 1,893 "," 27,241,000 ", 631 ,,,,,,,,,,," 27,241,000 ", 631 ," 175,800 ",,TX0670023,N,Municipal Long,Water Supply Corporation,1103512,Municipal
1103513,Starrville Wsc,water system,2022.0,N," 1,011 "," 23,004,000 ", 345 ,,,, 6 ,,,,,,," 23,004,000 ", 351 ,,,TX2120100,N,Municipal Long,Water Supply Corporation,1103513,Municipal
1103517,The Woodlands Water System,water system,2022.0,Y, 336 ," 271,380 ", 112 ,,,,,,,,,,," 271,380 ", 112 ,,,TX1050139,N,Municipal Long,Private/IOU,1103517,Municipal
1103518,Timber Switch Water Plant,water system,2022.0,N, 147 ," 4,814,400 ", 59 ,,,,,,,,,,," 4,814,400 ", 59 ,,,TX1700766,N,Municipal Long,Private/IOU,1103518,Municipal
1103519,Timberlake Improvement District,water system,2022.0,N," 2,733 "," 81,643,000 ", 831 ," 2,272,000 ", 52 ," 3,522,000 ", 13 ,,," 6,649,000 ", 15 ,,," 94,086,000 ", 911 ,,,TX1010447,N,Municipal Long,District ,1103519,Municipal
1103522,Vista Ranch Water System,water system,2022.0,N, 93 ," 2,364,780 ", 31 ,,,,,,,,,,," 2,364,780 ", 31 ,,,TX0750039,N,Municipal Long,Private/IOU,1103522,Municipal
1103526,Bi County Wsc 3,water system,2022.0,N," 2,334 "," 33,577,200 ", 810 ," 1,276,800 ", 3 ," 2,779,900 ", 6 ," 1,784,300 ", 6 ,,," 5,594,300 ", 5 ," 45,012,500 ", 830 ,,,TX1720013,N,Municipal Long,Water Supply Corporation,1103526,Municipal
1103527,East Medina County Sud Unit 2,water system,2022.0,N," 2,346 "," 67,089,074 ", 738 ,,," 4,658,000 ", 32 ,,," 161,500 ", 2 ," 3,319,000 ", 10 ," 75,227,574 ", 782 ,,,TX1630020,N,Municipal Long,District ,1103527,Municipal
1103528,East Medina County Sud Unit 3,water system,2022.0,N," 1,425 "," 29,111,660 ", 460 ,,," 1,500 ", 1 ,,,,," 227,500 ", 2 ," 29,340,660 ", 463 ,,,TX1630030,N,Municipal Long,District ,1103528,Municipal
1103529,Goodsprings Wsc Plant C,water system,2022.0,N, 392 ," 5,435,900 ", 123 ,,," 2,808,100 ", 10 ,,,,,,," 8,244,000 ", 133 ," 715,000 ", 9 ,TX2010038,N,Municipal Long,Water Supply Corporation,1103529,Municipal
1103531,Lakewood Water West,water system,2022.0,N, 528 ," 6,870,513 ", 176 ,,,,,,,,,,," 6,870,513 ", 176 ,,,TX1070052,N,Municipal Long,Private/IOU,1103531,Municipal
1103532,Laneville Wsc Plant 2,water system,2022.0,N, 462 ," 11,085,900 ", 154 ,,,,,,,,,,," 11,085,900 ", 154 ," 29,000 ",,TX2010064,N,Municipal Long,Water Supply Corporation,1103532,Municipal
1103535,New Prospect Wsc Plant 2 & 3,water system,2022.0,N, 480 ," 6,845,210 ", 184 ,,," 1,906,780 ", 18 ,,,,,,," 8,751,990 ", 202 ," 495,000 ",,TX2010067,N,Municipal Long,Water Supply Corporation,1103535,Municipal
1103538,Walker County Sud C,water system,2022.0,N," 1,581 "," 37,576,100 ", 523 ,,,,,,," 259,200 ", 4 ,,," 37,835,300 ", 527 ,,,TX2360052,N,Municipal Long,District ,1103538,Municipal
1103540,Walker County Sud F,water system,2022.0,N, 483 ," 10,706,400 ", 161 ,,,,,,," 1,882,300 ", 5 ,,," 12,588,700 ", 166 ,,,TX2360074,N,Municipal Long,District ,1103540,Municipal
1103541,Polonia Wsc North,water system,2022.0,N," 7,644 "," 233,984,490 "," 2,548 ",,,,,,,,,,," 233,984,490 "," 2,548 "," 50,419,070 ", 205 ,TX0280007,N,Municipal Long,Water Supply Corporation,,
1103542,Polonia Wsc South,water system,2022.0,N," 1,935 "," 60,160,416 ", 645 ,,,,,,,,,,," 60,160,416 ", 645 ," 25,486,500 ", 45 ,TX0280020,N,Municipal Long,Water Supply Corporation,,
1103543,Wright City Wsc 2,water system,2022.0,N," 2,166 "," 47,443,430 ", 722 ,,,,,,,,,,," 47,443,430 ", 722 ,,,TX2120099,N,Municipal Long,Water Supply Corporation,1103543,Municipal
1103544,Harris County Mud 400 - West,water system,2022.0,N," 5,190 "," 207,521,600 "," 1,578 "," 12,623,000 ", 342 ," 6,860,200 ", 51 ,,,,,,," 227,004,800 "," 1,971 "," 17,122,200 ",,TX1013310,N,Municipal Long,District ,1103544,Municipal
1103550,Holly Springs Wsc West Meter,water system,2022.0,Y, 318 ," 3,822,100 ", 101 ,,," 193,300 ", 5 ,,," 136,700 ", 2 ,,," 4,152,100 ", 108 ," 102,000 ", 7 ,TX0340067,N,Municipal Long,Water Supply Corporation,1103550,Municipal
1103558,Stonetown Royal Coach Trails Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010339,N,Municipal Short,Mobile Home Park,1103558,Municipal
1103588,Fairview Gardens Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010821,N,Municipal Short,Mobile Home Park,1103588,Municipal
1103589,Suburban Mobile Home Park 2,water system,,,,,,,,,,,,,,,,,,,,TX1010760,N,Municipal Short,Mobile Home Park,1103589,Municipal
1103598,City Of Pasadena El Cary Estates,water system,2022.0,N, 489 ," 6,371,610 ", 178 ," 12,265,190 ", 1 ," 14,538,430 ", 16 ,,,,," 2,472,130 ", 8 ," 35,647,360 ", 203 ,,,TX1012281,N,Municipal Long,Municipal,1103598,Municipal
1103611,Rusk Rural Wsc Loop 343 Plant,water system,2022.0,Y," 1,332 "," 26,087,300 ", 444 ,,,,,,,,,,," 26,087,300 ", 444 ,,,TX0370054,N,Municipal Long,Water Supply Corporation,1103611,Municipal
1103641,Fort Bend County Mud 192,water system,2022.0,N, 771 ," 27,384,800 ", 257 ,,,,,,," 127,900 ",," 9,604,100 ", 13 ," 37,116,800 ", 270 ,,,TX0790553,N,Municipal Long,District ,1103641,Municipal
1103695,Fort Bend County Mud 194,water system,2022.0,N," 3,180 "," 81,318,000 ", 669 ," 12,684,000 ", 246 ," 83,861,700 ", 145 ,,,,,,," 177,863,700 "," 1,060 "," 7,448,106 ",,TX0790543,N,Municipal Long,District ,1103695,Municipal
1103719,Crystal Clear Water Airport,water system,2022.0,N, 140 ," 4,520,020 ", 56 ,,,,,,,,,,," 4,520,020 ", 56 ," 21,000 ", 1 ,TX0180032,N,Municipal Long,Private/IOU,1103719,Municipal
1103784,Wilderness Cove,water system,2022.0,N, 105 ," 3,937,700 ", 92 ,,," 909,700 ", 2 ,,,,,,," 4,847,400 ", 94 ," 12,000 ", 2 ,TX0270126,N,Municipal Long,Private/IOU,1103784,Municipal
1103795,Riverbend Water Resources District,water system,2022.0,N," 3,600 "," 493,350 ", 10 ," 1,115,700 ", 9 ," 2,537,650 ", 43 ," 229,547,658 ", 30 ," 14,384,660 ", 4 ,,," 248,079,018 ", 96 ,,,TX0190021,N,Municipal Long,Private/IOU,1103795,Municipal
1103796,Lamar Improvement District,water system,2022.0,N, 100 ," 9,941,655 ", 120 ," 1,400,000 ", 27 ,,,,,,,,," 11,341,655 ", 147 ,,,TX0040059,N,Municipal Long,District ,1103796,Municipal
1103798,Brazoria County Mud 22,water system,2022.0,N," 5,379 "," 201,520,000 "," 1,791 ",,," 665,000 ", 2 ,,," 1,409,000 ", 2 ,,," 203,594,000 "," 1,795 "," 560,900 ", 1 ,TX0200706,N,Municipal Long,Municipal,1103798,Municipal
1103799,Alford Rentals,water system,,,,,,,,,,,,,,,,,,,,TX0720058,N,Municipal Short,Private/IOU,1103799,Municipal
1103800,Willow Point Mud,water system,2022.0,N," 1,989 "," 73,483,000 ", 656 ,,,,,,," 7,403,000 ", 7 ," 10,751,000 ", 32 ," 91,637,000 ", 695 ," 1,806,000 ",,TX0790550,N,Municipal Long,Municipal,1103800,Municipal
1103801,Metro Water Systems,water system,,,,,,,,,,,,,,,,,,,,TX0830037,Y,Municipal Short,District ,1103801,Municipal
1103802,Harris County Improvement District 18,water system,2022.0,N," 2,484 "," 8,929,000 ", 142 ," 32,279,000 ", 611 ," 149,672,000 ", 37 ,,,,," 69,896,000 ", 38 ," 260,776,000 ", 828 ,,,TX1013479,N,Municipal Long,District ,1103802,Municipal
1103803,Harris County Mud 494,water system,2022.0,N," 1,989 "," 91,058,000 ", 643 ,,," 10,394,000 ", 5 ,,," 473,000 ", 2 ," 13,893,000 ", 13 ," 115,818,000 ", 663 ,,,TX1013511,N,Municipal Long,Municipal,1103803,Municipal
1103804,Bauer Ranch Subdivision,water system,2022.0,N," 3,885 "," 99,812,000 "," 1,295 ",,,,,,,,,,," 99,812,000 "," 1,295 ",,,TX1013526,N,Municipal Long,Private/IOU,1103804,Municipal
1103805,Jp And Lp Rentals,water system,,,,,,,,,,,,,,,,,,,,TX1050180,N,Municipal Short,Private/IOU,1103805,Municipal
1103806,Lake View Mgmt & Development Dist Long C,water system,2022.0,N, 567 ," 8,618,718 ", 189 ,,,,,,,,,,," 8,618,718 ", 189 ,,,TX1070254,N,Municipal Long,Private/IOU,1103806,Municipal
1103808,Montebello Utility,water system,2022.0,N, 826 ,, 236 ,,,,,,,,,,,, 236 ,,,TX1460174,N,Municipal Long,Municipal,1103808,Municipal
1103812,Lake Conroe Terrace Water System,water system,,,,,,,,,,,,,,,,,,,,TX1700845,N,Municipal Short,Private/IOU,1103812,Municipal
1103815,Woodridge Mud,water system,2022.0,N," 1,971 "," 63,276,000 ", 684 ,,," 114,000 ", 2 ,,," 1,519,000 ", 2 ," 24,819,000 ", 19 ," 89,728,000 ", 707 ," 6,421,000 ", 1 ,TX1700859,N,Municipal Long,Municipal,1103815,Municipal
1103816,Highland Terrace Apartments,water system,,,,,,,,,,,,,,,,,,,,TX1840182,N,Municipal Short,Private/IOU,1103816,Municipal
1103818,Shafter Mine,water system,,,,,,,,,,,,,,,,,,,,TX1890018,N,Municipal Short,Private/IOU,1103818,Municipal
1103819,Travis County Mud 18,water system,2022.0,N," 1,485 "," 61,551,000 ", 479 ,,," 893,000 ", 5 ," 45,000 ", 2 ,,," 6,920,000 ", 7 ," 69,409,000 ", 493 ,,,TX2270403,N,Municipal Long,Municipal,1103819,Municipal
1103820,Halepaska Country Lots,water system,,,,,,,,,,,,,,,,,,,,TX2350075,N,Municipal Short,Mobile Home Park,1103820,Municipal
1103822,Wildwood Naturists Resort Water System,water system,,,,,,,,,,,,,,,,,,,,TX2490089,N,Municipal Short,Water Supply Corporation,1103822,Municipal
1103823,Riverwood Subdivision Water System,water system,2022.0,N, 108 ," 4,352,380 ", 43 ,,,,,,,,,,," 4,352,380 ", 43 ," 65,000 ",,TX0200520,N,Municipal Long,Private/IOU,1103823,Municipal
1103826,Bentwater On Lake Granbury,water system,2022.0,Y,,,,,,,,,,,,,,,,,,TX1110116,N,Municipal Long,Private/IOU,1103826,Municipal
1103831,Cedar Creek Water System,water system,2022.0,N," 1,401 "," 26,252,000 ", 467 ,,,,,,,,,,," 26,252,000 ", 467 ," 249,000 ", 12 ,TX1460163,N,Municipal Long,Water Supply Corporation,1103831,Municipal
1103834,Coles Crossing,water system,2022.0,N," 1,875 "," 73,588,980 ", 617 ,,,, 8 ,,,,,,," 73,588,980 ", 625 ,,,TX0360114,N,Municipal Long,Private/IOU,1103834,Municipal
1103835,Colony Trails Subdivision,water system,2022.0,N, 228 ," 6,113,000 ", 75 ,,,,,,,,,,," 6,113,000 ", 75 ,,,TX0200604,N,Municipal Long,Private/IOU,1103835,Municipal
